Indicator	Category	Ransomware	Keylogger	Worm	Backdoor	Techniques
Contains URIs related to Kingsoft security products.	general	0	0	0	0	
Contains URIs related to McAfee security products.	general	0	0	0	0	
Contains URIs related to Microsoft security products.	general	0	0	0	0	
Contains URIs related to Norman security products.	general	0	0	0	0	
Contains URIs related to Panda security products.	general	0	0	0	0	
Contains URIs related to QuickHeal security products.	general	0	0	0	0	
Contains URIs related to Rising security products.	general	0	0	0	0	
Contains URIs related to Sophos security products.	general	0	0	0	0	
Contains URIs related to Sunbelt security products.	general	0	0	0	0	
Contains URIs related to Symantec security products.	general	0	0	0	0	
Contains URIs related to TrendMicro security products.	general	0	0	0	0	
Contains URIs related to Webroot security products.	general	0	0	0	0	
Contains URIs related to ZoneLabs security products.	general	0	0	0	0	
Contains URLs related to banking and monetary institutions.	general	0	0	0	0	
Contains URLs related to BitCoin exchange services.	general	1	0	0	0	
Contains URLs related to BitCoin laundering services.	general	0	0	0	0	
Contains URLs related to BitCoin mining pools.	general	0	0	0	0	
Contains URLs related to cloud storage services.	general	0	0	0	0	
Contains URLs related to credit card companies.	general	0	0	0	0	
Contains URLs related to Google Play Store.	general	0	0	0	0	
Contains URLs related to online mail providers.	general	0	0	0	0	
Contains URLs related to online payment services.	general	1	0	0	0	
Contains URLs related to paste-and-share services.	general	0	1	0	0	
Contains URLs related to search engines.	general	0	0	0	0	
Contains URLs related to social network URLs.	general	0	0	0	0	
Contains URLs related to URL shortener services.	general	0	0	0	0	
Contains URLs that contain basic authentication credentials.	general	0	0	0	0	
Contains URLs that link to blacklisted domains.	general	1	1	1	1	T1192
Contains URLs that link to deceptive file formats.	general	1	0	0	1	T1192
Contains URLs that link to dynamic DNS services.	general	0	0	0	0	
Contains URLs that link to interesting file formats.	general	0	0	0	0	
Contains URLs that match known malware resource paths.	general	0	0	1	1	T1192
Contains URLs that reference the host by IP address.	general	0	0	0	0	
Contains URLs that use homoglyph spoofed variations of trusted domains.	general	0	0	0	0	T1192
Contains URLs that use non-standard ports.	general	0	0	0	0	
Contains URLs that use punycode spoofed variations of trusted domains.	general	0	0	0	0	T1192
Contains URLs that use sign-in paths specific for some whitelisted domains.	general	0	0	0	0	T1192
Contains URLs that use suspicious top-level domains.	general	0	0	0	0	
Contains URLs that use trusted domains as subdomains.	general	0	0	0	0	T1192
Contains URLs that use typosquatted variations of trusted domains.	general	0	0	0	0	T1192
Contains URLs with an unusual number of subdomains.	general	0	0	0	0	
Contains URLs with suspicious path components.	general	0	0	0	0	
Contains URLs with suspicious query parameters.	general	0	0	0	0	
Contains URLs with unusual hostname lengths.	general	0	0	0	0	
Contains URLs with unusual path lengths.	general	0	0	0	0	
Contains URLs.	general	0	0	0	0	
Contains user-agent strings related to Amigo browser.	general	1	1	1	1	
Contains user-agent strings related to Baidu/Baidu Spark browser.	general	1	1	1	1	
Contains user-agent strings related to Firefox browser.	general	1	1	1	1	
Contains user-agent strings related to Google Chrome browser.	general	1	1	1	1	
Contains user-agent strings related to Internet Explorer browser.	general	1	1	1	1	
Contains user-agent strings related to Maxthon browser.	general	1	1	1	1	
Contains user-agent strings related to Opera browser.	general	1	1	1	1	
Contains user-agent strings related to Safari browser.	general	1	1	1	1	
Contains user-agent strings related to Vivaldi browser.	general	1	1	1	1	
Contains Visa credit card numbers.	general	0	0	0	0	
Contains Windows batch scripts.	general	0	0	0	0	T1064
Contains yappy compressed PE file.	general	0	0	0	0	T1027
Controls a service.	general	1	1	1	1	
Converts a stream into a string.	general	0	0	0	0	
Converts a stream to string.	general	0	0	0	0	
Converts a string into a data stream.	general	0	0	0	0	
Converts FAT32 volumes to NTFS file system.	general	0	0	0	0	
Copies a file using copy tool.	general	0	0	0	0	
Copies a file.	general	0	0	0	0	
Copies a file/directory.	general	0	0	0	0	
Copies content of items, such as registy keys.	general	0	0	0	0	
Copies files or folders on local or remote computer.	general	0	0	0	0	
Copies files to common user, data, or temporary directories.	general	1	1	1	1	
Copies files to Windows system directories.	general	1	1	1	1	
Copies, moves, renames, or deletes a file system object.	general	0	0	0	0	
Creates a bitsadmin job.	general	0	0	0	0	T1197
Creates a bookmark.	general	0	0	0	0	
Creates a context menu item.	general	0	0	0	0	
Creates a cryptographic hash of data present in memory.	general	0	0	0	0	T1027
Creates a cryptographic hash of file contents.	general	0	0	0	0	T1027
Creates a custom spelling dictionary.	general	0	0	0	0	
Creates a directory.	general	0	0	0	0	
Creates a file.	general	1	1	0	0	
Creates a fork bomb.	general	0	0	0	0	T1499
Creates a hard link between an existing file and a new file.	general	0	0	0	0	
Creates a media player.	general	0	0	0	0	
Creates a new collection-based document.	general	0	0	0	0	
Creates a new document.	general	0	0	0	0	
Creates a new FDF object.	general	0	0	0	0	
Creates a new page based on a template.	general	0	0	0	0	
Creates a new process using WMI.	general	0	0	0	0	T1047
Creates a new process which executes a shell.	general	0	0	0	0	T1064
Creates a new self-signed user certificate.	general	0	0	0	0	
Creates a new shared resource using WMI.	general	0	0	0	0	T1047
Creates a new VPN configuration.	general	0	0	0	0	T1133
Creates a pop-up menu.	general	0	0	0	0	
Creates a service using WMI.	general	0	0	0	0	T1047;T1035
Creates a service.	general	0	0	0	0	T1035
Creates a virtual file system.	general	0	0	0	0	
Creates an application shortcut.	general	0	0	0	0	T1023
Creates an data object.	general	0	0	0	0	
Creates an object identifier (OID).	general	0	0	0	0	
Creates an object representing an XML document tree.	general	0	0	0	0	
Creates and displays a notification.	general	0	0	0	0	
Creates and interacts with additional .NET objects.	general	0	0	0	0	
Creates and interacts with additional COM objects.	general	0	0	0	0	
Creates bookmarks in the document.	general	0	0	0	0	
Creates command aliases.	general	0	0	0	0	
Creates custom events in an event log.	general	0	0	0	0	
Creates event triggers on local or remote machines.	general	0	0	0	0	
Creates extension panel in Developer Tools window.	general	0	0	0	0	
Creates links.	general	0	0	0	0	
Creates media object from text.	general	0	0	0	0	
Creates network shares.	general	1	1	1	1	
Creates new browser windows.	general	0	0	0	0	
Creates new files, folders or registry keys.	general	0	0	0	0	
Creates new registry keys.	general	0	0	0	1	T1112
Creates new user accounts.	general	1	1	1	1	T1136
Creates new users using cmdkey.	general	0	0	0	0	T1136
Creates or changes item properties, such as registry keys.	general	0	0	0	0	
Creates or updates an index file.	general	0	0	0	0	
Creates state models for annotations.	general	0	0	0	0	
Creates symbolic\\hard links to files or directories.	general	0	0	0	0	T1023
Creates temporary files.	general	0	0	0	0	
Creates thumbnails of the document.	general	0	0	0	0	
Creates Windows Update log files.	general	0	0	0	0	
Creates, modifies or enumerates network shares.	general	1	0	1	1	
Creates/Opens a file.	general	1	1	1	1	
Creates/opens files in common user, data or temporary directories.	general	1	1	1	1	
Creates/opens files in Windows system directories.	general	1	1	1	1	
Decodes data using the Base64 algorithm.	general	0	0	0	0	T1140
Decodes hex or base64-encoded streams.	general	1	0	0	0	T1140
Decrypts data within a trusted execution enclave.	general	0	0	0	0	
Delays execution.	general	0	0	0	0	T1497
Deletes a file or a directory using WMI.	general	0	0	0	0	T1047;T1107
Deletes a file using del.	general	0	0	0	0	T1107
Deletes a file using erase.	general	0	0	0	0	T1107
Deletes a file using WMI.	general	0	0	0	0	T1047;T1107
Deletes a file/directory.	general	0	0	0	0	T1107
Deletes an object identifier (OID).	general	0	0	0	0	
Deletes custom spelling dictionary file.	general	0	0	0	0	
Deletes files in common user, data, or temporary directories.	general	0	0	0	0	T1107
Deletes files in Windows system directories.	general	0	0	0	0	T1107
Deletes files over FTP connection.	general	0	0	0	0	T1107
Deletes files.	general	0	0	0	0	T1107
Deletes item properties, such as registy keys.	general	0	0	0	0	T1112;T1107
Deletes items, such as files.	general	0	0	0	0	T1107
Deletes pages from document.	general	0	0	0	0	
Deletes scheduled tasks and jobs.	general	0	0	0	0	
Deletes sounds from document.	general	0	0	0	0	
Deletes the per-user audit policy for all users.	general	1	1	1	1	T1484
Deletes users using cmdkey.	general	1	1	1	1	T1531
Detects Ad-Aware related security products.	general	1	1	1	1	T1063
Detects Agnitum related security products.	general	1	1	1	1	T1063
Detects AhnLab related security products.	general	1	1	1	1	T1063
Detects Anubis sandbox related virtualized environments.	general	1	1	1	1	T1063;T1497
Detects Avast related security products.	general	1	1	1	1	T1063
Detects AVG related security products.	general	1	1	1	1	T1063
Detects Avira related security products.	general	1	1	1	1	T1063
Detects BitDefender related security products.	general	1	1	1	1	T1063
Detects Bochs emulator related virtualized environments.	general	1	1	1	1	T1497
Detects CA related security products.	general	1	1	1	1	T1063
Detects CheckPoint related security products.	general	1	1	1	1	T1063
Detects ClamAV related security products.	general	1	1	1	1	T1063
Detects common security products, firewalls or anti-virus solutions.	general	1	1	1	1	T1063
Detects common security products.	general	1	1	1	1	T1063
Detects Comodo related security products.	general	1	1	1	1	T1063
Detects Cuckoo sandbox related virtualized environments.	general	1	1	1	1	T1063;T1497
Detects CW sandbox related virtualized environments.	general	1	1	1	1	T1063;T1497
Detects DrWeb related security products.	general	1	1	1	1	T1063
Detects environment.	general	0	0	0	0	T1082
Detects ESET related security products.	general	1	1	1	1	T1063
Detects F-Secure related security products.	general	1	1	1	1	T1063
Detects Flash Player version.	general	0	0	0	0	T1518
Detects Fortinet related security products.	general	1	1	1	1	T1063
Detects Fortinet sandbox related virtualized environments.	general	1	1	1	1	T1063;T1497
Detects G Data related security products.	general	1	1	1	1	T1063
Detects generic virtualized environments.	general	1	1	1	1	T1063;T1497
Detects if the current operating system is Windows NT.	general	0	0	0	0	T1082
Detects Ikarus related security products.	general	1	1	1	1	T1063
Detects installed security products using WMI.	general	1	1	1	1	T1047;T1063
Detects Java Runtime Environment version.	general	0	0	0	0	T1518
Detects JoeBox sandbox related virtualized environments.	general	1	1	1	1	T1063;T1497
Detects K7 Computing related security products.	general	1	1	1	1	T1063
Detects Kaspersky related security products.	general	1	1	1	1	T1063
Detects Kingsoft related security products.	general	1	1	1	1	T1063
Detects KVM related virtualized environments.	general	1	1	1	1	T1497
Detects language used on the page.	general	0	0	0	0	
Detects McAfee related security products.	general	1	1	1	1	T1063
Detects Microsoft Hyper-V related virtualized environments.	general	1	1	1	1	T1497
Detects Microsoft related security products.	general	1	1	1	1	T1063
Detects Microsoft VirtualPC related virtualized environments.	general	1	1	1	1	T1497
Detects Norman related security products.	general	1	1	1	1	T1063
Detects Norman sandbox related virtualized environments.	general	1	1	1	1	T1063;T1497
Detects Panda related security products.	general	1	1	1	1	T1063
Detects Parallels related virtualized environments.	general	1	1	1	1	T1497
Detects PCTools related security products.	general	1	1	1	1	T1063
Detects Python version.	general	0	0	0	0	T1518
Detects QEMU related virtualized environments.	general	1	1	1	1	T1497
Detects QuickHeal related security products.	general	1	1	1	1	T1063
Detects Rising related security products.	general	1	1	1	1	T1063
Detects sandboxes or virtual environments.	general	1	1	1	1	T1063;T1497
Detects Sandboxie sandbox related virtualized environments.	general	1	1	1	1	T1063;T1497
Detects Sophos related security products.	general	1	1	1	1	T1063
Detects Sunbelt related security products.	general	1	1	1	1	T1063
Detects SunBelt sandbox related virtualized environments.	general	1	1	1	1	T1063;T1497
Detects Sygate related security products.	general	1	1	1	1	T1063
Detects Symantec related security products.	general	1	1	1	1	T1063
Detects TrendMicro related security products.	general	1	1	1	1	T1063
Detects VirtualBox related virtualized environments.	general	1	1	1	1	T1497
Detects VMWare related virtualized environments.	general	1	1	1	1	T1497
Detects web browser.	general	0	0	0	0	T1518
Detects Webroot related security products.	general	1	1	1	1	T1063
Detects Wine related virtualized environments.	general	1	1	1	1	T1497
Detects Xen related virtualized environments.	general	1	1	1	1	T1497
Detects ZoneLabs related security products.	general	1	1	1	1	T1063
Detects/enumerates process modules.	general	1	1	1	1	
Detects/enumerates running processes on local or remote computer.	general	1	1	1	1	T1057
Detects/enumerates running processes.	general	1	1	1	1	T1057
Disables a network interface.	general	0	0	0	0	T1498
Disables a service.	general	0	0	0	0	T1489
Disables advanced boot options.	general	0	0	0	0	
Disables Automatic Startup Repair.	general	0	0	0	0	
Disables boot options editing.	general	0	0	0	0	
Disables common macro viewing/editing menus and screens.	general	0	0	0	0	
Disables control panel or specific items within it.	general	0	0	0	0	
Disables Emergency Management Services (EMS).	general	0	0	0	0	
Disables escape key in full screen mode.	general	0	0	0	0	
Disables monitoring of system-wide notifications for application related events.	general	0	0	0	0	
Disables Office's macro virus protection capabilities.	general	1	1	1	1	T1089
Disables Office's warnings for filetype conversion.	general	0	0	0	0	
Disables recovery console.	general	0	0	0	0	
Disables services related to Ad-Aware security products.	general	1	1	1	1	T1089;T1489
Disables services related to Agnitum security products.	general	1	1	1	1	T1089;T1489
Disables services related to AhnLab security products.	general	1	1	1	1	T1089;T1489
Disables services related to Avast security products.	general	1	1	1	1	T1089;T1489
Disables services related to AVG security products.	general	1	1	1	1	T1089;T1489
Disables services related to Avira security products.	general	1	1	1	1	T1089;T1489
Disables services related to BitDefender security products.	general	1	1	1	1	T1089;T1489
